model,language,triple,residualization,mean_ratio_to_exact_null,frac_below_null,mean_subspace_rank,n
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,raw,0.6998605798999905,1.0,0.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,remove_endpoint_position,0.691363193115242,1.0,6.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,remove_sign,0.6999608743496165,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,remove_triple_label,0.7083453695071665,1.0,4.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,remove_triple_plus_position_plus_sign,0.6984690933640435,1.0,11.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,raw,0.5826237155859416,1.0,0.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,remove_endpoint_position,0.5834268773411754,1.0,6.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,remove_sign,0.5838414713837811,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,remove_triple_label,0.6013482869760817,1.0,4.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,remove_triple_plus_position_plus_sign,0.6058827497872933,1.0,11.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,raw,0.8181818138093272,1.0,0.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,remove_endpoint_position,0.8181818181793249,1.0,6.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,remove_sign,0.818181818179308,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,remove_triple_label,0.8181818181796889,1.0,4.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,remove_triple_plus_position_plus_sign,0.8181818181796617,1.0,11.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,raw,0.604597402734817,1.0,0.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,remove_endpoint_position,0.5932306592895662,1.0,6.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,remove_sign,0.590666270018002,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,remove_triple_label,0.6020709959647577,1.0,4.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,remove_triple_plus_position_plus_sign,0.6030380565776877,1.0,11.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,raw,0.6719063839825271,1.0,0.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,remove_endpoint_position,0.6598411054052596,1.0,6.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,remove_sign,0.6631649037625482,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,remove_triple_label,0.6792210326007001,1.0,4.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,remove_triple_plus_position_plus_sign,0.670144171666315,1.0,11.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,raw,0.4795049181101318,1.0,0.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,remove_endpoint_position,0.4921293523065055,1.0,6.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,remove_sign,0.4791799556972867,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,remove_triple_label,0.4613666859903563,1.0,4.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,remove_triple_plus_position_plus_sign,0.4795803917028753,1.0,11.0,96
xlm-roberta-base,ar,NMT,raw,0.77612095265834,1.0,0.0,96
xlm-roberta-base,ar,NMT,remove_endpoint_position,0.7767313595975326,1.0,6.0,96
xlm-roberta-base,ar,NMT,remove_sign,0.7760609712571099,1.0,1.0,96
xlm-roberta-base,ar,NMT,remove_triple_label,0.7775866487852102,1.0,4.0,96
xlm-roberta-base,ar,NMT,remove_triple_plus_position_plus_sign,0.7789449018927376,1.0,11.0,96
xlm-roberta-base,ar,NQM,raw,0.632488173002276,1.0,0.0,96
xlm-roberta-base,ar,NQM,remove_endpoint_position,0.6367550560816361,1.0,6.0,96
xlm-roberta-base,ar,NQM,remove_sign,0.6335771735925488,1.0,1.0,96
xlm-roberta-base,ar,NQM,remove_triple_label,0.6302633754998875,1.0,4.0,96
xlm-roberta-base,ar,NQM,remove_triple_plus_position_plus_sign,0.6344232973944667,1.0,11.0,96
xlm-roberta-base,ar,NQT,raw,0.7378997237151123,1.0,0.0,96
xlm-roberta-base,ar,NQT,remove_endpoint_position,0.7358023431107573,1.0,6.0,96
xlm-roberta-base,ar,NQT,remove_sign,0.7404143508971588,1.0,1.0,96
xlm-roberta-base,ar,NQT,remove_triple_label,0.7218018034132235,1.0,4.0,96
xlm-roberta-base,ar,NQT,remove_triple_plus_position_plus_sign,0.7199726400483274,1.0,11.0,96
xlm-roberta-base,ar,QMT,raw,0.7324441531045531,1.0,0.0,96
xlm-roberta-base,ar,QMT,remove_endpoint_position,0.7321043017288509,1.0,6.0,96
xlm-roberta-base,ar,QMT,remove_sign,0.7334132235765566,1.0,1.0,96
xlm-roberta-base,ar,QMT,remove_triple_label,0.7334673719908665,1.0,4.0,96
xlm-roberta-base,ar,QMT,remove_triple_plus_position_plus_sign,0.7333360674732982,1.0,11.0,96
xlm-roberta-base,de,NMT,raw,0.7236016934746986,1.0,0.0,96
xlm-roberta-base,de,NMT,remove_endpoint_position,0.7233596628793721,1.0,6.0,96
xlm-roberta-base,de,NMT,remove_sign,0.7237804552047984,1.0,1.0,96
xlm-roberta-base,de,NMT,remove_triple_label,0.7259002425127314,1.0,4.0,96
xlm-roberta-base,de,NMT,remove_triple_plus_position_plus_sign,0.7254125422171405,1.0,11.0,96
xlm-roberta-base,de,NQM,raw,0.4817000209489069,1.0,0.0,96
xlm-roberta-base,de,NQM,remove_endpoint_position,0.4602216275277346,1.0,6.0,96
xlm-roberta-base,de,NQM,remove_sign,0.4790337500615129,1.0,1.0,96
xlm-roberta-base,de,NQM,remove_triple_label,0.4716635425243641,1.0,4.0,96
xlm-roberta-base,de,NQM,remove_triple_plus_position_plus_sign,0.4504629250108875,1.0,11.0,96
xlm-roberta-base,de,NQT,raw,0.6943685684655855,1.0,0.0,96
xlm-roberta-base,de,NQT,remove_endpoint_position,0.6867983894331028,1.0,6.0,96
xlm-roberta-base,de,NQT,remove_sign,0.6971732434694854,1.0,1.0,96
xlm-roberta-base,de,NQT,remove_triple_label,0.6803378355331618,1.0,4.0,96
xlm-roberta-base,de,NQT,remove_triple_plus_position_plus_sign,0.6731479985374698,1.0,11.0,96
xlm-roberta-base,de,QMT,raw,0.4367733621088843,1.0,0.0,96
xlm-roberta-base,de,QMT,remove_endpoint_position,0.4539584304680881,1.0,6.0,96
xlm-roberta-base,de,QMT,remove_sign,0.4387608298779533,1.0,1.0,96
xlm-roberta-base,de,QMT,remove_triple_label,0.4368815336716107,1.0,4.0,96
xlm-roberta-base,de,QMT,remove_triple_plus_position_plus_sign,0.45235652590682,1.0,11.0,96
xlm-roberta-base,en,NMT,raw,0.7458958138258452,1.0,0.0,96
xlm-roberta-base,en,NMT,remove_endpoint_position,0.7442083384010677,1.0,6.0,96
xlm-roberta-base,en,NMT,remove_sign,0.7451882042772979,1.0,1.0,96
xlm-roberta-base,en,NMT,remove_triple_label,0.7466675933722421,1.0,4.0,96
xlm-roberta-base,en,NMT,remove_triple_plus_position_plus_sign,0.7480810116595435,1.0,11.0,96
xlm-roberta-base,en,NQM,raw,0.4541319393513894,1.0,0.0,96
xlm-roberta-base,en,NQM,remove_endpoint_position,0.4422860980918097,1.0,6.0,96
xlm-roberta-base,en,NQM,remove_sign,0.4519208366225791,1.0,1.0,96
xlm-roberta-base,en,NQM,remove_triple_label,0.4595937878836147,1.0,4.0,96
xlm-roberta-base,en,NQM,remove_triple_plus_position_plus_sign,0.4425571159862444,1.0,11.0,96
xlm-roberta-base,en,NQT,raw,0.6163179926465799,1.0,0.0,96
xlm-roberta-base,en,NQT,remove_endpoint_position,0.6293863299718737,1.0,6.0,96
xlm-roberta-base,en,NQT,remove_sign,0.6156112197457051,1.0,1.0,96
xlm-roberta-base,en,NQT,remove_triple_label,0.6121360781888759,1.0,4.0,96
xlm-roberta-base,en,NQT,remove_triple_plus_position_plus_sign,0.6256948388397109,1.0,11.0,96
xlm-roberta-base,en,QMT,raw,0.4640133460316096,1.0,0.0,96
xlm-roberta-base,en,QMT,remove_endpoint_position,0.4882100966615803,1.0,6.0,96
xlm-roberta-base,en,QMT,remove_sign,0.4633249578422858,1.0,1.0,96
xlm-roberta-base,en,QMT,remove_triple_label,0.4575876313981404,1.0,4.0,96
xlm-roberta-base,en,QMT,remove_triple_plus_position_plus_sign,0.4907809752467114,1.0,11.0,96
xlm-roberta-base,es,NMT,raw,0.7419701509315594,1.0,0.0,96
xlm-roberta-base,es,NMT,remove_endpoint_position,0.7418820426320117,1.0,6.0,96
xlm-roberta-base,es,NMT,remove_sign,0.7413913341855062,1.0,1.0,96
xlm-roberta-base,es,NMT,remove_triple_label,0.7438233111499918,1.0,4.0,96
xlm-roberta-base,es,NMT,remove_triple_plus_position_plus_sign,0.7436612134553147,1.0,11.0,96
xlm-roberta-base,es,NQM,raw,0.5002271908441788,1.0,0.0,96
xlm-roberta-base,es,NQM,remove_endpoint_position,0.5003143959333096,1.0,6.0,96
xlm-roberta-base,es,NQM,remove_sign,0.4980941095644927,1.0,1.0,96
xlm-roberta-base,es,NQM,remove_triple_label,0.5100544658376046,1.0,4.0,96
xlm-roberta-base,es,NQM,remove_triple_plus_position_plus_sign,0.5150643996548001,1.0,11.0,96
xlm-roberta-base,es,NQT,raw,0.5688058791917561,1.0,0.0,96
xlm-roberta-base,es,NQT,remove_endpoint_position,0.5809662665892227,1.0,6.0,96
xlm-roberta-base,es,NQT,remove_sign,0.5676146516168903,1.0,1.0,96
xlm-roberta-base,es,NQT,remove_triple_label,0.575948812533038,1.0,4.0,96
xlm-roberta-base,es,NQT,remove_triple_plus_position_plus_sign,0.5875071992657969,1.0,11.0,96
xlm-roberta-base,es,QMT,raw,0.5015506683946505,1.0,0.0,96
xlm-roberta-base,es,QMT,remove_endpoint_position,0.5102950757398373,1.0,6.0,96
xlm-roberta-base,es,QMT,remove_sign,0.5006670603395079,1.0,1.0,96
xlm-roberta-base,es,QMT,remove_triple_label,0.5174109734230721,1.0,4.0,96
xlm-roberta-base,es,QMT,remove_triple_plus_position_plus_sign,0.5232595925459075,1.0,11.0,96
xlm-roberta-base,fr,NMT,raw,0.7961949648153149,1.0,0.0,96
xlm-roberta-base,fr,NMT,remove_endpoint_position,0.7954865055316415,1.0,6.0,96
xlm-roberta-base,fr,NMT,remove_sign,0.7961295442239181,1.0,1.0,96
xlm-roberta-base,fr,NMT,remove_triple_label,0.7959825324532742,1.0,4.0,96
xlm-roberta-base,fr,NMT,remove_triple_plus_position_plus_sign,0.7954120928682916,1.0,11.0,96
xlm-roberta-base,fr,NQM,raw,0.5214779338025795,1.0,0.0,96
xlm-roberta-base,fr,NQM,remove_endpoint_position,0.5165958413358219,1.0,6.0,96
xlm-roberta-base,fr,NQM,remove_sign,0.5182159857523324,1.0,1.0,96
xlm-roberta-base,fr,NQM,remove_triple_label,0.5205805682528443,1.0,4.0,96
xlm-roberta-base,fr,NQM,remove_triple_plus_position_plus_sign,0.5134601761291234,1.0,11.0,96
xlm-roberta-base,fr,NQT,raw,0.7254436364026331,1.0,0.0,96
xlm-roberta-base,fr,NQT,remove_endpoint_position,0.719117175342637,1.0,6.0,96
xlm-roberta-base,fr,NQT,remove_sign,0.7239541617924764,1.0,1.0,96
xlm-roberta-base,fr,NQT,remove_triple_label,0.7247304129969409,1.0,4.0,96
xlm-roberta-base,fr,NQT,remove_triple_plus_position_plus_sign,0.717728917072137,1.0,11.0,96
xlm-roberta-base,fr,QMT,raw,0.5669536274677446,1.0,0.0,96
xlm-roberta-base,fr,QMT,remove_endpoint_position,0.5922583148628567,1.0,6.0,96
xlm-roberta-base,fr,QMT,remove_sign,0.5685362337452874,1.0,1.0,96
xlm-roberta-base,fr,QMT,remove_triple_label,0.5626398030988063,1.0,4.0,96
xlm-roberta-base,fr,QMT,remove_triple_plus_position_plus_sign,0.5883689228218095,1.0,11.0,96
xlm-roberta-base,ru,NMT,raw,0.7846801965431688,1.0,0.0,96
xlm-roberta-base,ru,NMT,remove_endpoint_position,0.7850790406584186,1.0,6.0,96
xlm-roberta-base,ru,NMT,remove_sign,0.7847935086684178,1.0,1.0,96
xlm-roberta-base,ru,NMT,remove_triple_label,0.7852153455736061,1.0,4.0,96
xlm-roberta-base,ru,NMT,remove_triple_plus_position_plus_sign,0.7859172798124687,1.0,11.0,96
xlm-roberta-base,ru,NQM,raw,0.3049310008557206,1.0,0.0,96
xlm-roberta-base,ru,NQM,remove_endpoint_position,0.3048414809755251,1.0,6.0,96
xlm-roberta-base,ru,NQM,remove_sign,0.3051379483764389,1.0,1.0,96
xlm-roberta-base,ru,NQM,remove_triple_label,0.3067507554786827,1.0,4.0,96
xlm-roberta-base,ru,NQM,remove_triple_plus_position_plus_sign,0.3061750178845269,1.0,11.0,96
xlm-roberta-base,ru,NQT,raw,0.4979908033643999,1.0,0.0,96
xlm-roberta-base,ru,NQT,remove_endpoint_position,0.4962969457850461,1.0,6.0,96
xlm-roberta-base,ru,NQT,remove_sign,0.4980305223294645,1.0,1.0,96
xlm-roberta-base,ru,NQT,remove_triple_label,0.500839239059142,1.0,4.0,96
xlm-roberta-base,ru,NQT,remove_triple_plus_position_plus_sign,0.4989832307006549,1.0,11.0,96
xlm-roberta-base,ru,QMT,raw,0.4562302845442218,1.0,0.0,96
xlm-roberta-base,ru,QMT,remove_endpoint_position,0.4574455519156999,1.0,6.0,96
xlm-roberta-base,ru,QMT,remove_sign,0.4562834233865573,1.0,1.0,96
xlm-roberta-base,ru,QMT,remove_triple_label,0.4602466274294823,1.0,4.0,96
xlm-roberta-base,ru,QMT,remove_triple_plus_position_plus_sign,0.4608396300514062,1.0,11.0,96
xlm-roberta-base,zh,NMT,raw,0.8181818165058146,1.0,0.0,96
xlm-roberta-base,zh,NMT,remove_endpoint_position,0.8181818181807757,1.0,6.0,96
xlm-roberta-base,zh,NMT,remove_sign,0.818181818180758,1.0,1.0,96
xlm-roberta-base,zh,NMT,remove_triple_label,0.818181818180736,1.0,4.0,96
xlm-roberta-base,zh,NMT,remove_triple_plus_position_plus_sign,0.8181818181807655,1.0,11.0,96
xlm-roberta-base,zh,NQM,raw,0.6115929559845323,1.0,0.0,96
xlm-roberta-base,zh,NQM,remove_endpoint_position,0.6353637381730517,1.0,6.0,96
xlm-roberta-base,zh,NQM,remove_sign,0.6101626717684449,1.0,1.0,96
xlm-roberta-base,zh,NQM,remove_triple_label,0.6094587481549719,1.0,4.0,96
xlm-roberta-base,zh,NQM,remove_triple_plus_position_plus_sign,0.6397739536186798,1.0,11.0,96
xlm-roberta-base,zh,NQT,raw,0.7000490840730853,1.0,0.0,96
xlm-roberta-base,zh,NQT,remove_endpoint_position,0.7077807001398032,1.0,6.0,96
xlm-roberta-base,zh,NQT,remove_sign,0.6991168027205331,1.0,1.0,96
xlm-roberta-base,zh,NQT,remove_triple_label,0.6999386466993083,1.0,4.0,96
xlm-roberta-base,zh,NQT,remove_triple_plus_position_plus_sign,0.7083726737409433,1.0,11.0,96
xlm-roberta-base,zh,QMT,raw,0.5598131047629201,1.0,0.0,96
xlm-roberta-base,zh,QMT,remove_endpoint_position,0.5578458267351065,1.0,6.0,96
xlm-roberta-base,zh,QMT,remove_sign,0.5597348886239318,1.0,1.0,96
xlm-roberta-base,zh,QMT,remove_triple_label,0.5589671625030562,1.0,4.0,96
xlm-roberta-base,zh,QMT,remove_triple_plus_position_plus_sign,0.5526842343794262,1.0,11.0,96
